종목코드,순위
A033180,
A033200,1258
A033230,1546
A033240,303
A033270,420
A033290,1380
A033310,1331
A033320,1249
A033340,
A033500,752
A033530,973
A033540,1877
A033560,1425
A033640,485
A033780,109
A033830,1879
A033920,1206
A034020,580
A034120,283
A034220,574
A034230,621
A034300,515
A034310,685
A034590,367
A034730,42
A034810,890
A034830,1830
A034940,1690
A034950,127
A035000,1168
A035080,508
A035150,1011
A035250,505
A035290,861
A035420,35
A035460,1567
A035510,604
A035600,689
A035610,1313
A035620,1919
A035720,164
A035760,117
A035810,1574
A035890,1813
A035900,68
A036000,1740
A036010,582
A036030,1172
A036090,1932
A036120,1447
A036170,1869
A036190,319
A036200,939
A036420,396
A036460,374
A036480,723
A036530,564
A036540,1222
A036560,717
A036570,16
A036580,1442
A036620,1538
A036630,1910
A036640,1177
A036670,928
A036690,1482
A036710,1587
A036800,398
A036810,391
A036830,328
A036890,784
A036930,549
A037030,1443
A037070,638
A037230,1694
A037270,1158
A037330,1734
A037350,1388
A037370,460
A037440,882
A037460,892
A037560,1399
A037710,287
A037760,1797
A037950,1810
A038010,960
A038060,1800
A038070,718
A038110,1156
A038290,476
A038390,543
A038460,1493
A038500,1477
A038530,
A038540,1231
A038620,1892
A038680,1259
A038870,1064
A038880,1937
A038950,1264
A039010,988
A039020,1622
A039030,96
A039130,173
A039200,387
A039240,1519
A039290,672
A039310,1684
A039340,1190
A039420,1569
A039440,709
A039490,92
A039560,1494
A039570,898
A039610,1201
A039830,998
A039840,352
A039860,1271
A040160,1107
A040300,1149
A040350,1935
A040420,1067
A040610,1777
A040910,699
A041020,1713
A041190,1369
A041440,1047
A041460,1295
A041510,77
A041520,1218
A041590,1859
A041650,1550
A041830,359
A041910,986
A041920,1321
A041930,858
A041960,990
A042000,923
A042040,1923
A042110,1763
A042370,974
A042420,357
A042500,1303
A042510,1675
A042520,659
A042600,205
A042660,342
A042670,865
A042700,350
A042940,1954
A043090,1815
A043150,291
A043220,1902
A043260,1755
A043340,1894
A043370,766
A043590,1837
A043610,1451
A043650,1126
A043910,1849
A044060,
A044340,734
A044380,1895
A044450,944
A044490,637
A044820,891
A044960,1242
A045060,1524
A045100,586
A045300,1401
A045390,1481
A045520,961
A045660,848
A045970,854
A046070,1818
A046120,1434
A046140,1174
A046210,1485
A046310,1468
A046390,1566
A046440,1192
A046890,722
A046940,1462
A047040,1352
A047050,332
A047080,1585
A047310,1103
A047400,1333
A047560,569
A047770,1635
A047810,180
A047820,1056
A047920,595
A048260,40
A048410,435
A048430,901
A048530,980
A048550,1575
A048770,1467
A048870,1658
A048910,561
A049070,277
A049080,1806
A049120,1785
A049180,1349
A049430,840
A049480,1576
A049520,1326
A049550,1235
A049630,1915
A049720,846
A049770,306
A049800,1490
A049830,724
A049950,301
A049960,625
A050110,1781
A050120,1325
A050860,1571
A050890,1230
A050960,794
A051160,1077
A051360,747
A051370,719
A051380,981
A051490,956
A051500,345
A051600,296
A051630,1455
A051780,1933
A051900,5
A051910,3
A051980,1317
A052020,486
A052220,1526
A052260,757
A052300,1950
A052330,862
A052400,537
A052420,1780
A052460,1515
A052600,1233
A052670,1807
A052690,142
A052710,663
A052790,1119
A052860,1599
A052900,1779
A053030,797
A053050,1514
A053080,856
A053160,902
A053210,1057
A053260,1112
A053270,1540
A053280,1260
A053290,1374
A053300,1262
A053350,1428
A053450,1062
A053580,652
A053590,
A053610,341
A053620,948
A053690,335
A053700,1194
A053800,146
A053950,1778
A053980,1250
A054040,1361
A054050,917
A054090,1605
A054180,1750
A054210,749
A054450,517
A054540,1416
A054620,800
A054670,876
A054780,1019
A054800,647
A054920,1371
A054930,323
A054950,410
A055490,202
A055550,267
A056080,1197
A056090,
A056190,242
A056360,1072
A056700,1570
A056730,1760
A057030,1281
A057050,190
A057540,1762
A057680,1470
A057880,
A058110,1405
A058400,1883
A058430,234
A058470,58
A058610,298
A058630,953
A058650,69
A058730,1330
A058820,1671
A058850,1521
A058860,1523
A058970,175
A059090,889
A059100,983
A059120,855
A059210,1547
A059270,946
A060150,926
A060230,1278
A060240,1674
A060250,727
A060280,832
A060310,1656
A060370,1061
A060380,1687
A060540,1663
A060560,1834
A060570,1460
A060590,805
A060720,457
A060850,924
A060900,1943
A060980,275
A061040,1340
A061250,1677
A061970,966
A062860,
A063080,212
A063160,372
A063170,694
A063440,1745
A063570,1245
A064090,1741
A064240,1298
A064260,1354
A064290,451
A064350,336
A064480,875
A064520,1121
A064550,207
A064760,81
A064800,1840
A064820,1381
A064850,964
A064960,198
A065130,1142
A065150,1929
A065170,1927
A065350,763
A065370,576
A065440,1679
A065450,1261
A065510,523
A065530,1709
A065560,
A065650,1774
A065660,514
A065680,679
A065710,510
A065950,1631
A066130,1164
A066310,804
A066360,1816
A066410,
A066570,64
A066590,1536
A066620,544
A066670,1035
A066700,1254
A066900,1552
A066910,1726
A066970,22
A066980,1613
A067000,1396
A067080,849
A067160,122
A067170,1162
A067280,282
A067290,1621
A067310,547
A067370,744
A067390,1511
A067570,1422
A067630,774
A067830,1625
A067900,942
A067920,1104
A067990,1217
A068050,1302
A068240,610
A068270,41
A068290,427
A068330,1665
A068400,866
A068760,113
A068790,1182
A068930,1173
A069080,613
A069110,
A069260,404
A069410,1093
A069460,1770
A069510,977
A069540,1419
A069620,75
A069640,1565
A069730,1306
A069920,1360
A069960,181
A070960,1606
A071050,168
A071090,1473
A071200,1224
A071280,1003
A071320,368
A071460,1701
A071670,750
A071840,726
A071970,1240
A072020,741
A072130,1386
A072470,1328
A072710,126
A072770,1553
A072870,730
A072990,975
A073010,1723
A073110,1039
A073240,1286
A073490,351
A073560,1735
A073570,489
A073640,1527
A074430,1795
A074600,353
A074610,810
A075180,1322
A075580,1154
A075970,1395
A076080,1320
A076610,1940
A077360,1144
A077500,783
A077970,662
A078000,864
A078020,1319
A078070,654
A078130,
A078140,1014
A078150,1649
A078160,612
A078340,133
A078350,627
A078520,954
A078590,
A078600,97
A078890,1073
A078930,265
A078940,1878
A079160,587
A079170,615
A079370,314
A079430,1017
A079550,118
A079810,
A079940,756
A079960,558
A079970,1851
A079980,1279
A080000,1335
A080010,1171
A080160,539
A080220,1251
A080420,1475
A080470,1106
A080520,1205
A080580,540
A080720,1209
A081000,464
A081150,1446
A081580,1593
A081660,251
A082210,1568
A082270,596
A082640,1445
A082660,1889
A082740,940
A082800,1920
A082850,1581
A082920,499
A083310,546
A083420,834
A083450,363
A083470,1417
A083500,887
A083550,1241
A083650,958
A083660,1751
A083790,1257
A083930,535
A084010,671
A084110,450
A084180,1891
A084370,318
A084650,1208
A084670,571
A084680,1792
A084690,1043
A084730,667
A084850,381
A084990,937
A085310,1882
A085370,358
A085620,1560
A085660,601
A085670,1083
A085810,1791
A085910,1363
A086040,967
A086280,47
A086390,605
A086450,583
A086520,12
A086670,636
A086710,936
A086790,240
A086820,686
A086890,1124
A086900,24
A086960,1657
A086980,1531
A087010,984
A087260,1488
A087600,1021
A088130,872
A088290,1407
A088350,1659
A088390,274
A088800,1344
A088910,1564
A089010,390
A089030,1042
A089140,859
A089150,1440
A089230,1949
A089470,1308
A089590,691
A089600,449
A089790,922
A089850,712
A089890,802
A089970,676
A089980,325
A090080,1804
A090150,1790
A090350,904
A090360,309
A090370,1708
A090410,1719
A090430,70
A090460,376
A090470,963
A090710,1754
A090850,1145
A091090,
A091120,354
A091340,1346
A091580,497
A091590,812
A091700,867
A091810,1578
A091990,131
A092040,487
A092070,555
A092130,570
A092190,1214
A092200,1283
A092220,1700
A092230,179
A092300,1202
A092440,1484
A092460,1099
A092730,456
A092780,1301
A092870,806
A093050,554
A093190,1139
A093230,1855
A093240,1799
A093320,165
A093370,643
A093520,551
A093640,897
A093920,1140
A094170,912
A094280,708
A094360,338
A094480,1181
A094820,631
A094840,1050
A094850,845
A094860,1939
A094940,911
A094970,1480
A095190,1588
A095270,1096
A095340,204
A095500,379
A095570,1332
A095610,426
A095660,208
A095700,683
A095720,1591
A095910,1618
A096040,1952
A096240,490
A096350,1946
A096530,403
A096610,446
A096630,1808
A096640,
A096690,1934
A096760,1507
A096770,37
A097230,1478
A097520,294
A097780,1866
A097800,1759
A097870,933
A097950,18
A098120,1010
A098460,622
A099190,531
A099220,1738
A099320,292
A099440,1698
A099520,
A099750,388
A100030,448
A100090,478
A100120,299
A100130,1375
A100220,1247
A100250,1522
A100590,1167
A100660,1223
A100700,1601
A100790,1270
A100840,438
A101140,
A101160,362
A101170,1070
A101240,945
A101330,1476
A101360,300
A101390,833
A101490,171
A101530,1166
A101670,311
A101730,713
A101930,785
A102120,803
A102260,1311
A102280,1951
A102460,533
A102710,402
A102940,310
A103140,254
A103590,1033
A103840,1545
A104040,1771
A104200,1203
A104460,542
A104480,1705
A104540,765
A104620,1012
A104700,1118
A104830,348
A105330,735
A105550,1666
A105560,196
A105630,577
A105740,795
A105840,880
A106080,737
A106190,714
A107590,87
A108230,919
A108320,78
A108380,758
A108490,305
A108670,229
A108860,488
A109070,
A109080,711
A109610,1517
A109740,1275
A109820,1393
A109860,322
A109960,1772
A110790,474
A110990,1018
A111110,1020
A111710,1008
A111770,220
A112040,213
A112610,111
A113810,1812
A114090,473
A114190,417
A114450,1432
A114630,1905
A114810,920
A115160,1474
A115180,788
A115310,355
A115390,1180
A115440,959
A115450,1234
A115480,1861
A115500,1005
A115610,1644
A115960,593
A117580,935
A117730,550
A118000,1898
A118990,458
A119500,1439
A119610,272
A119650,1532
A119830,816
A119850,1238
A119860,670
A120030,88
A120110,233
A120240,512
A121440,1265
A121600,56
A121800,
A121850,1639
A122310,1016
A122350,1624
A122450,1289
A122640,817
A122690,1415
A122870,94
A122900,837
A122990,1058
A123010,1673
A123040,1199
A123410,1535
A123420,770
A123570,1510
A123690,1080
A123700,1276
A123750,1373
A123860,463
A123890,1551
A124500,1438
A124560,1379
A125210,597
A126340,151
A126560,1647
A126600,1044
A126640,1724
A126700,444
A126880,1161
A127120,1457
A127710,1786
A128540,1382
A128660,1489
A128820,1426
A128940,20
A129260,1596
A129890,1309
A130500,1492
A130580,1097
A130660,995
A131030,1178
A131090,1876
A131100,1597
A131220,1063
A131290,246
A131370,1424
A131400,1090
A131760,1843
A131970,262
A133750,1706
A133820,1662
A134380,144
A134580,1273
A134790,266
A136480,1608
A136490,915
A136510,
A136540,696
A137400,183
A137950,971
A138040,225
A138070,1603
A138080,592
A138490,835
A138580,692
A138610,591
A138930,1098
A139050,1938
A139130,1055
A139480,100
A139670,1136
A140070,1348
A140410,380
A140520,1627
A140670,614
A140860,48
A141000,874
A141080,239
A142210,1285
A142280,1307
A142760,1441
A143160,422
A143210,1592
A143240,429
A143540,1817
A144510,224
A144960,1176
A145020,74
A145210,1034
A145720,49
A145990,228
A147760,1315
A147830,1345
A148150,528
A148250,1004
A149950,567
A149980,1102
A150840,
A150900,985
A151860,623
A151910,1936
A153460,916
A153490,1856
A153710,868
A155650,1153
A155660,1288
A156100,1210
A158430,447
A159580,1051
A159910,1948
A160550,1116
A160600,
A160980,640
A161000,520
A161390,270
A161580,838
A161890,253
A163560,1105
A163730,748
A164060,1127
A166090,216
A166480,993
A168330,1584
A169330,1497
A170030,972
A170790,626
A170900,167
A170920,793
A171010,1141
A171090,278
A171120,991
A173130,642
A173940,1170
A174900,441
A175140,978
A175250,1628
A175330,932
A177350,1269
A177830,1366
A178320,552
A178780,
A178920,284
A179290,809
A179900,430
A180400,970
A180640,219
A181340,
A181710,361
A182360,470
A182400,680
A183190,771
A183300,211
A183490,1793
A184230,1906
A185490,1387
A185750,108
A186230,831
A187220,1392
A187270,1300
A187420,1389
A187870,506
A189300,136
A189330,462
A189690,955
A189860,1185
A189980,1557
A190510,562
A190650,1086
A191420,701
A192080,217
A192250,1787
A192400,585
A192410,1925
A192440,259
A192650,879
A192820,103
A193250,1871
A194370,700
A194480,193
A194700,893
A195500,1529
A195870,184
A195990,1945
A196170,226
A196300,608
A196450,1729
A196490,1338
A197140,1266
A198440,1561
A199800,191
A199820,732
A200130,442
A200230,1867
A200350,415
A200470,1648
A200670,316
A200710,484
A200780,1129
A200880,509
A201490,1500
A203400,1002
A203450,1499
A203650,1579
A203690,1427
A204020,1577
A204270,965
A204320,203
A204620,1444
A204840,1893
A205100,1367
A205470,1653
A205500,1573
A206400,1336
A206560,850
A206640,798
A206650,1006
A207760,1707
A207940,1
A208140,1668
A208340,1582
A208370,1143
A208640,1942
A210540,707
A210980,443
A211050,657
A211270,619
A212560,908
A213420,227
A213500,764
A214150,371
A214180,690
A214260,425
A214270,1541
A214320,252
A214330,1888
A214370,38
A214390,1029
A214420,1296
A214430,393
A214450,76
A214610,1277
A214680,1548
A214870,
A215000,73
A215090,
A215100,1227
A215200,145
A215360,541
A215600,1165
A215790,1824
A216050,628
A216080,465
A217190,677
A217270,900
A217330,536
A217500,1383
A217620,1873
A217730,1602
A217820,873
A218150,1092
A218410,408
A219130,419
A219420,1089
A219550,1811
A220100,1013
A220180,1502
A220260,925
A221840,1509
A221980,658
A222040,1256
A222080,721
A222110,1195
A222420,1731
A222800,326
A222810,1645
A222980,1243
A223250,695
A223310,
A224110,661
A225190,819
A225220,1282
A225530,1114
A225570,475
A226320,602
A226330,938
A226340,1766
A226400,1409
A226440,
A226950,492
A227100,1377
A227840,776
A227950,1874
A228340,1629
A228670,280
A228760,688
A228850,775
A229000,1505
A229640,1074
A230240,400
A230360,729
A230980,1872
A232140,1357
A232680,786
A234080,682
A234100,1672
A234300,1400
A234340,502
A234690,989
A234920,440
A235980,428
A236200,413
A236810,1225
A237690,110
A237820,1253
A237880,453
A238090,
A238120,968
A238200,1009
A238490,1052
A239340,1542
A239610,525
A239890,377
A240810,302
A241520,1433
A241560,182
A241590,1048
A241690,1292
A241710,599
A241770,761
A241790,590
A241820,801
A241840,477
A242040,1716
A243070,307
A243840,221
A244460,1456
A244920,1362
A245620,1789
A246690,1796
A246710,674
A246720,921
A246960,996
A247540,23
A247660,557
A248070,384
A248170,330
A249420,479
A250000,746
A250060,1637
A251270,161
A251370,740
A251630,780
A251970,445
A252500,1868
A252990,1272
A253450,140
A253590,1504
A253840,957
A254120,1643
A255220,1836
A255440,720
A256150,979
A256630,1730
A256840,1430
A256940,828
A257370,
A258610,1463
A258830,1598
A259630,759
A260660,1150
A260930,1228
A260970,598
A261200,773
A262260,553
A262840,1069
A263020,1466
A263050,1305
A263540,
A263600,777
A263690,821
A263700,1082
A263720,527
A263750,215
A263770,1390
A263800,1113
A263810,1036
A263860,697
A263920,1814
A264450,648
A264660,698
A264850,1614
A264900,930
A265520,431
A265560,791
A265740,914
A267250,162
A267260,201
A267270,158
A267290,452
A267320,1491
A267790,1041
A267850,665
A267980,192
A268280,55
A268600,
A269620,
A270520,807
A270660,578
A270870,941
A271560,62
A271980,471
A272110,412
A272210,639
A272290,245
A272450,603
A272550,532
A273060,1858
A274090,606
A276730,1783
A277070,1160
A277410,1739
A277810,80
A277880,799
A278280,36
A278650,1406
A279600,704
A280360,82
A281740,646
A281820,467
A282330,39
A282690,755
A282880,313
A284620,1294
A284740,369
A285130,130
A285490,337
A286750,1710
A286940,347
A287410,931
A288330,969
A288620,472
A289010,1291
A289080,1695
A289220,534
A290120,1252
A290380,
A290520,1088
A290550,733
A290650,297
A290670,154
A290690,416
A290720,987
A290740,1031
A291230,1274
A291650,1469
A293480,618
A293490,256
A293580,1870
A293780,792
A294090,360
A294140,1125
A294570,333
A294630,1562
A294870,675
A297090,762
A297570,1768
A297890,560
A298000,85
A298020,14
A298040,114
A298050,9
A298060,660
A298380,405
A298540,373
A298690,1616
A299030,148
A299170,1746
A299660,918
A299900,1549
A300080,293
A300120,1128
A300720,702
A301300,814
A302430,624
A302440,112
A302550,693
A303030,1733
A303360,1094
A304100,378
A304840,782
A305090,1015
A306040,650
A306200,57
A306620,1458
A307180,1487
A307280,1752
A307750,1131
A307870,1737
A307930,1226
A307950,66
A308100,976
A308170,572
A309930,1398
A310200,1448
A311390,905
A311690,370
A312610,1384
A313760,881
A314130,516
A314930,271
A316140,731
A317120,1189
A317240,1913
A317330,480
A317400,1071
A317530,1025
A317690,1312
A317770,138
A317830,630
A317850,645
A317870,760
A318000,644
A318010,852
A318020,
A318410,787
A319400,1404
A319660,436
A320000,1528
A321260,1638
A321550,767
A322000,236
A322180,666
A322310,526
A322510,781
A322780,1682
A323280,1681
A323990,247
A326030,124
A327260,706
A330350,994
A330860,389
A331520,1842
A332290,1651
A332370,1423
A332570,1634
A333430,1513
A333620,673
A334970,1368
A335810,1184
A335890,1169
A336060,1784
A336260,320
A336370,255
A336570,1026
A337930,1290
A338220,459
A339770,894
A339950,1748
A340440,1583
A340570,169
A340930,507
A344820,232
A347700,1263
A347740,1630
A347770,635
A347860,826
A347890,847
A348030,822
A348150,715
A348210,132
A348350,716
A351320,1429
A351330,836
A352480,214
A352700,1329
A352770,1101
A352820,21
A352940,1314
A353190,1841
A353200,392
A353810,1452
A354200,1079
A355150,1543
A356860,414
A356890,830
A357230,903
A357550,241
A357780,26
A359090,1831
A361390,437
A361610,98
A363250,433
A363260,1904
A363280,796
A365590,1712
A368770,1461
A369370,1743
A373200,1324
A375500,263
A378850,1339
A383220,59
A383310,152
A383800,943
