,종목코드,순위
738,A038010,590
739,A038060,1249
740,A038070,431
741,A038110,1986
742,A038290,405
743,A038390,585
744,A038460,1872
745,A038500,1097
746,A038530,977
747,A038540,1565
748,A038620,875
749,A038680,1234
750,A038870,1685
751,A038880,1058
752,A038950,1150
753,A039010,777
754,A039020,1046
755,A039030,1438
756,A039130,1465
757,A039200,1712
758,A039240,1332
759,A039290,1530
760,A039310,541
761,A039340,536
762,A039420,1704
763,A039440,1489
764,A039490,349
765,A039560,722
766,A039570,1852
767,A039610,1619
768,A039830,505
769,A039840,1968
770,A039860,652
771,A040160,1734
772,A040300,1454
773,A040350,571
774,A040420,1183
775,A040610,1335
776,A040910,549
777,A041020,812
778,A041190,62
779,A041440,149
780,A041460,125
781,A041510,1608
782,A041520,968
783,A041590,98
784,A041650,1574
785,A041830,150
786,A041910,914
787,A041920,306
788,A041930,524
789,A041960,934
790,A042000,1709
791,A042040,1826
792,A042110,1980
793,A042370,1776
794,A042420,438
795,A042500,338
796,A042510,558
797,A042520,1422
798,A042600,1975
799,A042660,1898
800,A042670,1571
801,A042700,1484
802,A042940,100
803,A043090,594
804,A043150,1732
805,A043220,293
806,A043260,504
807,A043340,1739
808,A043370,1738
809,A043590,1375
810,A043610,1621
811,A043650,475
812,A043910,920
813,A044060,11
814,A044340,1694
815,A044380,863
816,A044450,1262
817,A044490,1625
818,A044820,818
819,A044960,1560
820,A045060,355
821,A045100,1421
822,A045300,1278
823,A045390,1830
824,A045520,1864
825,A045660,1492
826,A045970,1906
827,A046070,1907
828,A046120,651
829,A046140,252
830,A046210,1519
831,A046310,347
832,A046390,382
833,A046440,1393
834,A046890,1675
835,A046940,1199
836,A047040,1107
837,A047050,552
838,A047080,1380
839,A047310,1823
840,A047400,318
841,A047560,778
842,A047770,14
843,A047810,130
844,A047820,1873
845,A047920,1114
846,A048260,1102
847,A048410,1445
848,A048430,517
849,A048530,251
850,A048550,1284
851,A048770,316
852,A048870,18
853,A048910,299
854,A049070,1944
855,A049080,1892
856,A049120,1139
857,A049180,1447
858,A049430,773
859,A049480,582
860,A049520,857
861,A049550,466
862,A049630,271
863,A049720,1502
864,A049770,870
865,A049800,1754
866,A049830,1177
867,A049950,1442
868,A049960,1010
869,A050110,1718
870,A050120,1493
871,A050860,1370
872,A050890,1071
873,A050960,67
874,A051160,36
875,A051360,1813
876,A051370,1166
877,A051380,1378
878,A051490,1559
879,A051500,1217
880,A051600,302
881,A051630,1755
882,A051780,1737
883,A051900,232
884,A051910,1626
885,A051980,606
886,A052020,1882
887,A052220,692
888,A052260,1473
889,A052300,1681
890,A052330,199
891,A052400,323
892,A052420,1028
893,A052460,215
894,A052600,837
895,A052670,48
896,A052690,64
897,A052710,442
898,A052790,97
899,A052860,1395
900,A052900,1696
901,A053030,91
902,A053050,1902
903,A053080,902
904,A053160,1432
905,A053210,750
906,A053260,127
907,A053270,1886
908,A053280,864
909,A053290,1115
910,A053300,1482
911,A053350,1663
912,A053450,320
913,A053580,714
914,A053590,234
915,A053610,190
916,A053620,1078
917,A053690,695
918,A053700,1977
919,A053800,428
920,A053950,684
921,A053980,1412
922,A054040,1618
923,A054050,1004
924,A054090,699
925,A054180,430
926,A054210,433
927,A054450,970
928,A054540,633
929,A054620,839
930,A054670,641
931,A054780,439
932,A054800,749
933,A054920,1733
934,A054930,56
935,A054950,1487
936,A055490,84
937,A055550,744
938,A056080,1713
939,A056090,26
940,A056190,1425
941,A056360,820
942,A056700,487
943,A056730,1314
944,A057030,888
945,A057050,1899
946,A057540,1929
947,A057680,836
948,A057880,983
949,A058110,9
950,A058400,964
951,A058430,179
952,A058470,1885
953,A058610,1290
954,A058630,1094
955,A058650,1467
956,A058730,474
957,A058820,771
958,A058850,1312
959,A058860,1504
960,A058970,1229
961,A059090,1868
962,A059100,1039
963,A059120,1751
964,A059210,1993
965,A059270,28
966,A060150,1426
967,A060230,1683
968,A060240,294
969,A060250,495
970,A060280,1181
971,A060310,381
972,A060370,1241
973,A060380,1093
974,A060540,473
975,A060560,1337
976,A060570,1116
977,A060590,58
978,A060720,1261
979,A060850,833
980,A060900,312
981,A060980,1657
982,A061040,228
983,A061250,1156
984,A061970,1801
985,A062860,1383
986,A063080,1485
987,A063160,1573
988,A063170,423
989,A063440,445
990,A063570,1222
991,A064090,1053
992,A064240,282
993,A064260,1439
994,A064290,562
995,A064350,1951
996,A064480,1099
997,A064520,1832
998,A064550,1322
999,A064760,1119
1000,A064800,441
1001,A064820,33
1002,A064850,1611
1003,A064960,1360
1004,A065130,1848
1005,A065150,1845
1006,A065170,589
1007,A065350,1443
1008,A065370,1047
1009,A065440,276
1010,A065450,909
1011,A065510,1989
1012,A065530,691
1013,A065560,976
1014,A065650,123
1015,A065660,1862
1016,A065680,104
1017,A065710,1603
1018,A065950,343
1019,A066130,400
1020,A066310,680
1021,A066360,538
1022,A066410,174
1023,A066570,1121
1024,A066590,88
1025,A066620,380
1026,A066670,1077
1027,A066700,1553
1028,A066900,1658
1029,A066910,386
1030,A066970,1361
1031,A066980,731
1032,A067000,1437
1033,A067080,611
1034,A067160,208
1035,A067170,427
1036,A067280,753
1037,A067290,1292
1038,A067310,1938
1039,A067370,1972
1040,A067390,60
1041,A067570,1984
1042,A067630,515
1043,A067830,1265
1044,A067900,493
1045,A067920,1012
1046,A067990,1475
1047,A068050,631
1048,A068240,327
1049,A068270,1583
1050,A068290,754
1051,A068330,1918
1052,A068400,1804
1053,A068760,1462
1054,A068790,374
1055,A068930,1309
1056,A069080,785
1057,A069110,984
1058,A069260,1434
1059,A069410,184
1060,A069460,1385
1061,A069510,1328
1062,A069540,1715
1063,A069620,1048
1064,A069640,480
1065,A069730,1914
1066,A069920,688
1067,A069960,410
1068,A070960,1541
1069,A071050,416
1070,A071090,1744
1071,A071200,1536
1072,A071280,368
1073,A071320,537
1074,A071460,1595
1075,A071670,1705
1076,A071840,703
1077,A071970,657
1078,A072020,1928
1079,A072130,1615
1080,A072470,1871
1081,A072710,503
1082,A072770,1637
1083,A072870,805
1084,A072990,768
1085,A073010,1254
1086,A073110,452
1087,A073240,1563
1088,A073490,727
1089,A073560,348
1090,A073570,1527
1091,A073640,801
1092,A074430,1806
1093,A074600,1510
1094,A074610,957
1095,A075180,317
1096,A075580,226
1097,A075970,277
1098,A076080,1643
1099,A076610,1552
1100,A077360,246
1101,A077500,223
1102,A077970,971
1103,A078000,1023
1104,A078020,1352
1105,A078070,1306
1106,A078130,1985
1107,A078140,784
1108,A078150,1859
1109,A078160,1363
1110,A078340,1308
1111,A078350,1581
1112,A078520,705
1113,A078590,982
1114,A078600,1962
1115,A078890,133
1116,A078930,1055
1117,A078940,101
1118,A079160,183
1119,A079170,1919
1120,A079370,163
1121,A079430,619
1122,A079550,862
1123,A079810,1000
1124,A079940,534
1125,A079960,1920
1126,A079970,1878
1127,A079980,1498
1128,A080000,1971
1129,A080010,780
1130,A080160,1459
1131,A080220,1207
1132,A080420,1706
1133,A080470,491
1134,A080520,1567
1135,A080580,724
1136,A080720,1036
1137,A081000,1161
1138,A081150,1173
1139,A081580,955
1140,A081660,1554
1141,A082210,1817
1142,A082270,529
1143,A082640,1271
1144,A082660,8
1145,A082740,1716
1146,A082800,1987
1147,A082850,1171
1148,A082920,810
1149,A083310,167
1150,A083420,739
1151,A083450,1187
1152,A083470,95
1153,A083500,1474
1154,A083550,1655
1155,A083650,969
1156,A083660,3
1157,A083790,227
1158,A083930,106
1159,A084010,757
1160,A084110,1365
1161,A084180,93
1162,A084370,1937
1163,A084650,334
1164,A084670,639
1165,A084680,884
1166,A084690,1579
1167,A084730,1635
1168,A084850,1483
1169,A084990,1349
1170,A085310,710
1171,A085370,1403
1172,A085620,1124
1173,A085660,54
1174,A085670,1050
1175,A085810,1231
1176,A085910,545
1177,A086040,40
1178,A086280,434
1179,A086390,527
1180,A086450,1558
1181,A086520,1396
1182,A086670,1298
1183,A086710,1954
1184,A086790,689
1185,A086820,1721
1186,A086890,660
1187,A086900,1317
1188,A086960,385
1189,A086980,826
1190,A087010,1325
1191,A087260,1446
1192,A087600,1415
1193,A088130,1011
1194,A088290,1404
1195,A088350,1690
1196,A088390,1730
1197,A088800,322
1198,A088910,1147
1199,A089010,1805
1200,A089030,788
1201,A089140,1932
1202,A089150,1584
1203,A089230,209
1204,A089470,1904
1205,A089590,1961
1206,A089600,166
1207,A089790,1472
1208,A089850,671
1209,A089890,656
1210,A089970,459
1211,A089980,177
1212,A090080,112
1213,A090150,1855
1214,A090350,1210
1215,A090360,358
1216,A090370,305
1217,A090410,877
1218,A090430,1592
1219,A090460,476
1220,A090470,225
1221,A090710,1035
1222,A090850,1869
1223,A091090,12
1224,A091120,1895
1225,A091340,782
1226,A091580,478
1227,A091590,1700
1228,A091700,373
1229,A091810,376
1230,A091990,1263
1231,A092040,83
1232,A092070,1702
1233,A092130,1020
1234,A092190,1648
1235,A092200,670
1236,A092220,1193
1237,A092230,829
1238,A092300,1557
1239,A092440,389
1240,A092460,57
1241,A092730,1816
1242,A092780,583
1243,A092870,1165
1244,A093050,1912
1245,A093190,584
1246,A093230,1901
1247,A093240,1538
1248,A093320,1774
1249,A093370,721
1250,A093520,1995
1251,A093640,448
1252,A093920,436
1253,A094170,1803
1254,A094280,1398
1255,A094360,1276
1256,A094480,711
1257,A094820,1377
1258,A094840,1003
1259,A094850,456
1260,A094860,1260
1261,A094940,779
1262,A094970,841
1263,A095190,616
1264,A095270,1408
1265,A095340,1551
1266,A095500,1027
1267,A095570,500
1268,A095610,896
1269,A095660,1019
1270,A095700,1101
1271,A095720,664
1272,A095910,638
1273,A096040,1940
1274,A096240,1089
1275,A096350,1723
1276,A096530,658
1277,A096610,161
1278,A096630,1228
1279,A096640,997
1280,A096690,1417
1281,A096760,1561
1282,A096770,535
1283,A097230,905
1284,A097520,1779
1285,A097780,1866
1286,A097800,1934
1287,A097870,795
1288,A097950,921
1289,A098120,1850
1290,A098460,78
1291,A099190,629
1292,A099220,737
1293,A099320,1758
1294,A099440,1747
1295,A099520,999
1296,A099750,450
1297,A100030,1126
1298,A100090,1548
1299,A100120,1400
1300,A100130,377
1301,A100220,519
1302,A100250,462
1303,A100590,346
1304,A100660,540
1305,A100700,758
1306,A100790,364
1307,A100840,1666
1308,A101140,23
1309,A101160,464
1310,A101170,53
1311,A101240,1405
1312,A101330,1529
1313,A101360,1466
1314,A101390,694
1315,A101490,257
1316,A101530,1471
1317,A101670,181
1318,A101730,189
1319,A101930,1100
1320,A102120,1141
1321,A102260,900
1322,A102280,848
1323,A102460,488
1324,A102710,1232
1325,A102940,274
1326,A103140,240
1327,A103590,1676
1328,A103840,170
1329,A104040,1397
1330,A104200,207
1331,A104460,1976
1332,A104480,365
1333,A104540,1726
1334,A104620,114
1335,A104700,1511
1336,A104830,1129
1337,A105330,205
1338,A105550,1748
1339,A105560,1291
1340,A105630,1463
1341,A105740,1348
1342,A105840,842
1343,A106080,502
1344,A106190,609
1345,A107590,678
1346,A108230,1589
1347,A108320,712
1348,A108380,539
1349,A108490,494
1350,A108670,1376
1351,A108860,1067
1352,A109070,985
1353,A109080,1174
1354,A109610,143
1355,A109740,269
1356,A109820,401
1357,A109860,886
1358,A109960,332
1359,A110790,481
1360,A110990,1509
1361,A111110,1620
1362,A111710,1740
1363,A111770,1524
1364,A112040,30
1365,A112610,644
1366,A113810,1946
1367,A114090,1809
1368,A114190,1973
1369,A114450,1427
1370,A114630,1060
1371,A114810,1587
1372,A115160,872
1373,A115180,1891
1374,A115310,461
1375,A115390,772
1376,A115440,740
1377,A115450,75
1378,A115480,1680
1379,A115500,1960
1380,A115610,319
1381,A115960,331
1382,A117580,1353
1383,A117730,1155
1384,A118000,1339
1385,A118990,291
1386,A119500,518
1387,A119610,1930
1388,A119650,1710
1389,A119830,1837
1390,A119850,1846
1391,A119860,526
1392,A120030,762
1393,A120110,1154
1394,A120240,1843
1395,A121440,932
1396,A121600,640
1397,A121800,1063
1398,A121850,1839
1399,A122310,288
1400,A122350,490
1401,A122450,72
1402,A122640,1630
1403,A122690,128
1404,A122870,1992
1405,A122900,1074
1406,A122990,763
1407,A123010,411
1408,A123040,1038
1409,A123410,203
1410,A123420,45
1411,A123570,265
1412,A123690,458
1413,A123700,1981
1414,A123750,109
1415,A123860,1310
1416,A123890,1295
1417,A124500,1481
1418,A124560,447
1419,A125210,444
1420,A126340,239
1421,A126560,918
1422,A126600,238
1423,A126640,1724
1424,A126700,1836
1425,A126880,1834
1426,A127120,280
1427,A127710,440
1428,A128540,471
1429,A128660,592
1430,A128820,1226
1431,A128940,1032
1432,A129260,1424
1433,A129890,520
1434,A130500,865
1435,A130580,891
1436,A130660,267
1437,A131030,256
1438,A131090,1451
1439,A131100,1568
1440,A131220,298
1441,A131290,1665
1442,A131370,904
1443,A131400,7
1444,A131760,244
1445,A131970,1250
1446,A133750,1420
1447,A133820,1384
1448,A134380,1355
1449,A134580,1372
1450,A134790,844
1451,A136480,668
1452,A136490,950
1453,A136510,994
1454,A136540,1079
1455,A137400,701
1456,A137950,1849
1457,A138040,1056
1458,A138070,383
1459,A138080,231
1460,A138490,1602
1461,A138580,1327
1462,A138610,397
1463,A138930,840
1464,A139050,1164
1465,A139130,1577
1466,A139480,1948
1467,A139670,262
1468,A140070,774
1469,A140410,1988
1470,A140520,1117
1471,A140670,627
1472,A140860,1717
1473,A141000,835
1474,A141080,437
1475,A142210,1416
1476,A142280,654
1477,A142760,353
1478,A143160,140
1479,A143210,1688
1480,A143240,1649
1481,A143540,1582
1482,A144510,635
1483,A144960,715
1484,A145020,350
1485,A145210,311
1486,A145720,843
1487,A145990,1797
1488,A147760,647
1489,A147830,885
1490,A148150,1356
1491,A148250,599
1492,A149950,1242
1493,A149980,324
1494,A150840,978
1495,A150900,696
1496,A151860,1731
1497,A151910,1399
1498,A153460,1828
1499,A153490,391
1500,A153710,1256
1501,A155650,303
1502,A155660,492
1503,A156100,119
1504,A158430,497
1505,A159580,816
1506,A159910,804
1507,A160550,146
1508,A160600,990
1509,A160980,292
1510,A161000,1350
1511,A161390,1134
1512,A161580,1518
1513,A161890,1496
1514,A163560,308
1515,A163730,588
1516,A164060,894
1517,A166090,446
1518,A166480,1109
1519,A168330,1374
1520,A169330,1341
1521,A170030,1576
1522,A170790,1203
1523,A170900,580
1524,A170920,1006
1525,A171010,878
1526,A171090,1444
1527,A171120,157
1528,A173130,1170
1529,A173940,1660
1530,A174900,1844
1531,A175140,861
1532,A175250,725
1533,A175330,435
1534,A177350,1614
1535,A177830,1597
1536,A178320,1090
1537,A178780,995
1538,A178920,108
1539,A179290,284
1540,A179900,1490
1541,A180400,1057
1542,A180640,643
1543,A181340,993
1544,A181710,948
1545,A182360,1488
1546,A182400,141
1547,A183190,465
1548,A183300,1598
1549,A183490,2000
1550,A184230,1233
1551,A185490,572
1552,A185750,1293
1553,A186230,806
1554,A187220,1163
1555,A187270,255
1556,A187420,1289
1557,A187870,1410
1558,A189300,672
1559,A189330,1556
1560,A189690,1610
1561,A189860,387
1562,A189980,532
1563,A190510,393
1564,A190650,603
1565,A191420,489
1566,A192080,756
1567,A192250,1736
1568,A192400,409
1569,A192410,1468
1570,A192440,578
1571,A192650,218
1572,A192820,171
1573,A193250,1144
1574,A194370,939
1575,A194480,94
