종목코드,순위
A078150,1930
A078160,1348
A078340,701
A078350,1795
A078520,107
A078590,945
A078600,204
A078890,363
A078930,921
A078940,464
A079160,287
A079170,1637
A079370,1222
A079430,646
A079550,1850
A079810,1603
A079940,1132
A079960,986
A079970,1919
A079980,569
A080000,1929
A080010,1385
A080160,239
A080220,1221
A080420,592
A080470,1745
A080520,1227
A080580,872
A080720,399
A081000,1085
A081150,498
A081580,1762
A081660,1504
A082210,1792
A082270,1742
A082640,1175
A082660,1781
A082740,1750
A082800,1994
A082850,680
A082920,824
A083310,1532
A083420,1284
A083450,1824
A083470,86
A083500,768
A083550,300
A083650,1656
A083660,1981
A083790,1980
A083930,649
A084010,478
A084110,1290
A084180,1267
A084370,1909
A084650,685
A084670,1303
A084680,797
A084690,725
A084730,506
A084850,397
A084990,696
A085310,1171
A085370,1547
A085620,1427
A085660,1317
A085670,1204
A085810,1099
A085910,367
A086040,1153
A086280,1210
A086390,1921
A086450,1328
A086520,1503
A086670,1069
A086710,1984
A086790,640
A086820,437
A086890,398
A086900,1235
A086960,102
A086980,832
A087010,598
A087260,1625
A087600,869
A088130,656
A088290,180
A088350,1568
A088390,53
A088800,630
A088910,707
A089010,1611
A089030,1708
A089140,1154
A089150,1219
A089230,1182
A089470,1634
A089590,1861
A089600,682
A089790,1570
A089850,1279
A089890,1910
A089970,1447
A089980,238
A090080,1968
A090150,1808
A090350,305
A090360,359
A090370,1743
A090410,1544
A090430,324
A090460,790
A090470,105
A090710,1036
A090850,1031
A091090,996
A091120,1894
A091340,1345
A091580,32
A091590,1886
A091700,1766
A091810,1940
A091990,763
A092040,1817
A092070,1021
A092130,862
A092190,1937
A092200,1077
A092220,266
A092230,571
A092300,1422
A092440,515
A092460,1580
A092730,1240
A092780,745
A092870,1869
A093050,1445
A093190,491
A093230,1780
A093240,1433
A093320,1720
A093370,129
A093520,1549
A093640,208
A093920,1337
A094170,401
A094280,639
A094360,1882
A094480,331
A094820,1727
A094840,1146
A094850,842
A094860,408
A094940,762
A094970,1520
A095190,721
A095270,1381
A095340,891
A095500,418
A095570,290
A095610,1179
A095660,1775
A095700,1515
A095720,1560
A095910,174
A096040,1896
A096240,1539
A096350,1954
A096530,479
A096610,619
A096630,360
A096640,1387
A096690,1481
A096760,1341
A096770,1071
A097230,1434
A097520,1770
A097780,1494
A097800,1818
A097870,352
A097950,1186
A098120,1977
A098460,44
A099190,473
A099220,181
A099320,168
A099440,1492
A099520,953
A099750,340
A100030,586
A100090,390
A100120,1332
A100130,1094
A100220,487
A100250,900
A100590,406
A100660,1477
A100700,1280
A100790,1475
A100840,1716
A101140,315
A101160,1947
A101170,1782
A101240,1990
A101330,747
A101360,83
A101390,1607
A101490,220
A101530,1686
A101670,59
A101730,33
A101930,1177
A102120,349
A102260,724
A102280,702
A102460,560
A102710,1677
A102940,134
A103140,132
A103590,1961
A103840,1941
A104040,1257
A104200,146
A104460,4
A104480,971
A104540,1874
A104620,1915
A104700,1491
A104830,1379
A105330,1945
A105550,739
A105560,599
A105630,147
A105740,1717
A105840,297
A106080,1019
A106190,432
A107590,665
A108230,1376
A108320,1612
A108380,1178
A108490,776
A108670,1244
A108860,1084
A109070,948
A109080,293
A109610,851
A109740,152
A109820,1322
A109860,793
A109960,1461
A110790,1663
A110990,1755
A111110,705
A111710,1285
A111770,1613
A112040,45
A112610,698
A113810,1985
A114090,1054
A114190,286
A114450,68
A114630,799
A114810,1600
A115160,234
A115180,1892
A115310,1987
A115390,468
A115440,1032
A115450,1462
A115480,1319
A115500,81
A115610,1956
A115960,1239
A117580,972
A117730,1804
A118000,1653
A118990,198
A119500,1233
A119610,1880
A119650,1476
A119830,1904
A119850,1991
A119860,323
A120030,131
A120110,1359
A120240,263
A121440,490
A121600,1700
A121800,317
A121850,242
A122310,330
A122350,658
A122450,194
A122640,1510
A122690,1832
A122870,1962
A122900,803
A122990,737
A123010,718
A123040,1733
A123410,1793
A123420,23
A123570,1145
A123690,223
A123700,1970
A123750,1931
A123860,1667
A123890,1305
A124500,430
A124560,150
A125210,1753
A126340,984
A126560,1470
A126600,1651
A126640,1799
A126700,1864
A126880,1883
A127120,1318
A127710,277
A128540,594
A128660,1546
A128820,564
A128940,224
A129260,620
A129890,1369
A130500,881
A130580,738
A130660,79
A131030,391
A131090,374
A131100,518
A131220,687
A131290,1622
A131370,205
A131400,994
A131760,1596
A131970,1360
A133750,622
A133820,1920
A134380,1335
A134580,39
A134790,978
A136480,1245
A136490,346
A136510,958
A136540,388
A137400,1953
A137950,1872
A138040,610
A138070,643
A138080,1291
A138490,1296
A138580,934
A138610,558
A138930,370
A139050,1693
A139130,1041
A139480,1845
A139670,1424
A140070,1895
A140410,275
A140520,1356
A140670,723
A140860,1586
A141000,1486
A141080,882
A142210,1595
A142280,758
A142760,225
A143160,364
A143210,1601
A143240,829
A143540,551
A144510,1307
A144960,709
A145020,1353
A145210,1997
A145720,1459
A145990,1676
A147760,589
A147830,897
A148150,1741
A148250,268
A149950,1289
A149980,1195
A150840,940
A150900,1556
A151860,467
A151910,1374
A153460,1879
A153490,746
A153710,1806
A155650,532
A155660,261
A156100,1831
A158430,671
A159580,496
A159910,377
A160550,779
A160600,944
A160980,1194
A161000,1133
A161390,1254
A161580,648
A161890,742
A163560,1518
A163730,846
A164060,508
A166090,1258
A166480,1670
A168330,520
A169330,546
A170030,1754
A170790,1380
A170900,414
A170920,1480
A171010,1342
A171090,1914
A171120,151
A173130,1472
A173940,1388
A174900,552
A175140,1097
A175250,1406
A175330,906
A177350,1051
A177830,1821
A178320,308
A178780,950
A178920,72
A179290,118
A179900,1273
A180400,755
A180640,1025
A181340,947
A181710,1166
A182360,1326
A182400,651
A183190,607
A183300,1739
A183490,1999
A184230,289
A185490,419
A185750,1502
A186230,1078
A187220,1274
A187270,626
A187420,1537
A187870,694
A189300,369
A189330,1881
A189690,1837
A189860,281
A189980,1295
A190510,727
A190650,27
A191420,436
A192080,783
A192250,171
A192400,389
A192410,642
A192440,1633
A192650,149
A192820,103
A193250,1410
A194370,1064
A194480,1298
A194700,306
A195500,1924
A195870,186
A195990,1217
A196170,1226
A196300,1988
A196450,1389
A196490,1759
A197140,336
A198440,1312
A199800,704
A199820,1292
A200130,623
A200230,159
A200350,1660
A200470,641
A200670,1859
A200710,1114
A200780,304
A200880,898
A201490,700
A203400,328
A203450,1912
A203650,1584
A203690,335
A204020,366
A204270,1357
A204320,1454
A204620,928
A204840,697
A205100,1697
A205470,555
A205500,554
A206400,235
A206560,69
A206640,357
A206650,1373
A207760,321
A207940,227
A208140,1703
A208340,1713
A208370,899
A208640,771
A210540,1581
A210980,1392
A211050,1308
A211270,635
A212560,1993
A213420,226
A213500,672
A214150,830
A214180,820
A214260,584
A214270,1104
A214320,260
A214330,218
A214370,201
A214390,1490
A214420,1456
A214430,1863
A214450,1810
A214610,1763
A214680,1758
A214870,893
A215000,309
A215090,941
A215100,517
A215200,865
A215360,1640
A215600,686
A215790,1774
A216050,65
A216080,448
A217190,1705
A217270,855
A217330,1053
A217500,600
A217620,1201
A217730,463
A217820,1729
A218150,244
A218410,78
A219130,1533
A219420,1721
A219550,1801
A220100,1890
A220180,15
A220260,1714
A221840,553
A221980,1206
A222040,1846
A222080,1944
A222110,1367
A222420,470
A222800,1844
A222810,1965
A222980,511
A223250,230
A223310,959
A224110,1738
A225190,452
A225220,14
A225530,1877
A225570,1382
A226320,182
A226330,178
A226340,1398
A226400,1344
A226440,961
A226950,578
A227100,510
A227840,1590
A227950,1918
A228340,1034
A228670,1188
A228760,870
A228850,1671
A229000,1564
A229640,1112
A230240,29
A230360,1049
A230980,1001
A232140,1040
A232680,866
A234080,1471
A234100,1519
A234300,1495
A234340,627
A234690,1126
A234920,113
A235980,1468
A236200,1386
A236810,1509
A237690,1724
A237820,1638
A237880,1644
A238090,892
A238120,1157
A238200,177
A238490,469
A239340,807
A239610,233
A239890,1176
A240810,1803
A241520,148
A241560,1327
A241590,662
A241690,466
A241710,1779
A241770,1014
A241790,1699
A241820,34
A241840,157
A242040,1606
A243070,890
A243840,559
A244460,917
A244920,1113
A245620,847
A246690,587
A246710,99
A246720,914
A246960,365
A247540,5
A247660,1615
A248070,1443
A248170,514
A249420,858
A250000,1128
A250060,1732
A251270,380
A251370,577
A251630,322
A251970,1223
A252500,207
A252990,757
A253450,274
A253590,136
A253840,459
A254120,568
A255220,1203
A255440,185
A256150,915
A256630,489
A256840,1394
A256940,710
A257370,957
A258610,1593
A258830,853
A259630,425
A260660,403
A260930,161
A260970,137
A261200,714
A262260,1950
A262840,71
A263020,1957
A263050,1098
A263540,960
A263600,217
A263690,821
A263700,164
A263720,1839
A263750,1508
A263770,666
A263800,1935
A263810,16
A263860,1783
A263920,1134
A264450,1238
A264660,1404
A264850,440
A264900,834
A265520,922
A265560,1706
A265740,407
A267250,485
A267260,1391
A267270,926
A267290,550
A267320,1575
A267790,735
A267850,1928
A267980,1212
A268280,1018
A268600,1865
A269620,956
A270520,116
A270660,298
A270870,1777
A271560,231
A271980,1043
A272110,1428
A272210,144
A272290,1399
A272450,850
A272550,415
A273060,241
A274090,1429
A276730,673
A277070,404
A277410,585
A277810,1119
A277880,1679
A278280,57
A278650,1269
A279600,1211
A280360,794
A281740,1363
A281820,581
A282330,474
A282690,695
A282880,1737
A284620,250
A284740,1361
A285130,1002
A285490,596
A286750,1992
A286940,1513
A287410,1500
A288330,313
A288620,109
A289010,1848
A289080,681
A289220,1458
A290120,716
A290380,839
A290520,465
A290550,1645
A290650,162
A290670,89
A290690,2000
A290720,764
A290740,1189
A291230,31
A291650,446
A293480,856
A293490,692
A293580,142
A293780,1007
A294090,1836
A294140,64
A294570,409
A294630,1828
A294870,1731
A297090,1144
A297570,621
A297890,1852
A298000,384
A298020,1629
A298040,1906
A298050,1592
A298060,1718
A298380,1325
A298540,110
A298690,276
A299030,1709
A299170,818
A299660,1416
A299900,84
A300080,1952
A300120,209
A300720,1116
A301300,7
A302430,173
A302440,1181
A302550,318
A303030,63
A303360,376
A304100,354
A304840,1420
A305090,1978
A306040,812
A306200,1081
A306620,732
A307180,509
A307280,1725
A307750,1139
A307870,1712
A307930,95
A307950,1652
A308100,427
A308170,282
A309930,1967
A310200,1963
A311390,1908
A311690,379
A312610,262
A313760,703
A314130,659
A314930,730
A316140,736
A317120,1365
A317240,1923
A317330,1598
A317400,1649
A317530,125
A317690,1160
A317770,887
A317830,1068
A317850,1898
A317870,618
A318000,382
A318010,62
A318020,954
A318410,1147
A319400,1946
A319660,527
A320000,47
A321260,429
A321550,1174
A322000,595
A322180,455
A322310,1417
A322510,1887
A322780,1534
A323280,257
A323990,50
A326030,1229
A327260,54
A330350,854
A330860,482
A331520,883
A332290,1855
A332370,1165
A332570,1829
A333430,1899
A333620,1605
A334970,108
A335810,1004
A335890,1076
A336060,538
A336260,347
A336370,358
A336570,458
A337930,200
A338220,8
A339770,744
A339950,456
A340440,541
A340570,1728
A340930,77
A344820,653
A347700,860
A347740,908
A347770,1594
A347860,1842
A347890,826
A348030,711
A348150,1275
A348210,1403
A348350,1251
A351320,1857
A351330,1065
A352480,1086
A352700,1505
A352770,677
A352820,857
A352940,332
A353190,1740
A353200,1224
A353810,1030
A354200,1767
A355150,1838
A356860,1927
A356890,629
A357230,1421
A357550,24
A357780,1331
A359090,1260
A361390,679
A361610,1680
A363250,1230
A363260,115
A363280,1124
A365590,1958
A368770,133
A369370,669
A373200,12
A375500,1535
A378850,1934
A383220,351
A383310,1202
A383800,1207
