종목코드,순위
A023150,740
A023160,1544
A023350,967
A023410,1140
A023440,12
A023450,453
A023460,1203
A023530,1103
A023590,680
A023600,1665
A023760,1262
A023770,1792
A023800,302
A023810,327
A023900,248
A023910,717
A023960,1828
A024060,833
A024070,858
A024090,862
A024110,828
A024120,1660
A024720,458
A024740,1017
A024800,1255
A024810,199
A024830,1860
A024840,1327
A024850,97
A024880,62
A024890,1428
A024900,190
A024910,1856
A024940,343
A024950,755
A025000,895
A025320,1283
A025440,906
A025530,1986
A025540,1173
A025550,1622
A025560,1946
A025750,1492
A025770,650
A025820,859
A025860,504
A025880,841
A025900,381
A025950,1601
A025980,950
A026040,1071
A026150,1515
A026890,593
A026940,1728
A026960,1768
A027050,1092
A027360,1641
A027410,1529
A027580,1201
A027710,902
A027740,1535
A027830,968
A027970,1655
A028050,735
A028080,371
A028100,1847
A028260,574
A028300,88
A028670,66
A029460,760
A029480,761
A029530,1185
A029780,1046
A029960,618
A030000,1111
A030190,685
A030200,606
A030210,567
A030350,847
A030520,1272
A030530,1626
A030610,957
A030960,1885
A031310,155
A031330,1614
A031430,611
A031440,891
A031510,1487
A031820,65
A031860,1139
A031980,1925
A032190,607
A032300,307
A032350,1043
A032500,771
A032540,1764
A032560,1563
A032580,1939
A032620,1171
A032640,1104
A032680,1169
A032750,157
A032790,201
A032800,1980
A032820,467
A032830,563
A032850,1678
A032860,913
A032940,348
A032960,141
A032980,571
A033100,226
A033130,1033
A033160,1700
A033170,1242
A033180,1493
A033200,744
A033230,1694
A033240,1876
A033270,988
A033290,554
A033310,619
A033320,1759
A033340,934
A033500,1359
A033530,1584
A033540,1551
A033560,517
A033640,1146
A033780,1270
A033830,639
A033920,592
A034020,181
A034120,819
A034220,465
A034230,1916
A034300,1429
A034310,442
A034590,979
A034730,658
A034810,242
A034830,1433
A034940,250
A034950,1474
A035000,1342
A035080,240
A035150,486
A035250,886
A035290,119
A035420,940
A035460,699
A035510,433
A035600,206
A035610,1734
A035620,50
A035720,505
A035760,817
A035810,689
A035890,1450
A035900,1642
A036000,1555
A036010,207
A036030,1580
A036090,235
A036120,347
A036170,1979
A036190,1476
A036200,1907
A036420,1408
A036460,80
A036480,1975
A036530,1796
A036540,1874
A036560,1500
A036570,1412
A036580,1237
A036620,1056
A036630,1367
A036640,898
A036670,1810
A036690,1523
A036710,624
A036800,518
A036810,1346
A036830,1829
A036890,661
A036930,907
A037030,454
A037070,576
A037230,834
A037270,1613
A037330,958
A037350,1006
A037370,64
A037440,106
A037460,1088
A037560,1651
A037710,1369
A037760,659
A037950,1116
A038010,558
A038060,1712
A038070,529
A038110,1170
A038290,154
A038390,1112
A038460,519
A038500,753
A038530,1536
A038540,1306
A038620,1221
A038680,227
A038870,832
A038880,710
A038950,1356
A039010,767
A039020,469
A039030,1616
A039130,418
A039200,1609
A039240,1843
A039290,1588
A039310,38
A039340,602
A039420,1594
A039440,1470
A039490,939
A039560,1278
A039570,1023
A039610,1657
A039830,531
A039840,1696
A039860,500
A040160,1289
A040300,238
A040350,569
A040420,1105
A040610,1315
A040910,909
A041020,1290
A041190,32
A041440,223
A041460,78
A041510,687
A041520,473
A041590,49
A041650,1909
A041830,889
A041910,1149
A041920,1661
A041930,127
A041960,1179
A042000,802
A042040,277
A042110,1693
A042370,364
A042420,539
A042500,457
A042510,406
A042520,749
A042600,1328
A042660,1887
A042670,756
A042700,286
A042940,1018
A043090,293
A043150,1908
A043220,684
A043260,1959
A043340,1826
A043370,1944
A043590,1929
A043610,1836
A043650,633
A043910,1778
A044060,187
A044340,1453
A044380,768
A044450,431
A044490,1888
A044820,1373
A044960,1125
A045060,696
A045100,1617
A045300,876
A045390,1248
A045520,1589
A045660,1823
A045970,1722
A046070,1805
A046120,1353
A046140,1402
A046210,1886
A046310,82
A046390,51
A046440,419
A046890,1715
A046940,1627
A047040,776
A047050,1858
A047080,887
A047310,1648
A047400,118
A047560,1633
A047770,352
A047810,401
A047820,677
A047920,621
A048260,822
A048410,474
A048430,1358
A048530,692
A048550,21
A048770,479
A048870,28
A048910,279
A049070,1918
A049080,1027
A049120,1076
A049180,143
A049430,1143
A049480,1686
A049520,1820
A049550,1343
A049630,278
A049720,495
A049770,1636
A049800,1094
A049830,27
A049950,416
A049960,1813
A050110,728
A050120,1607
A050860,1521
A050890,328
A050960,754
A051160,729
A051360,1556
A051370,1714
A051380,93
A051490,1970
A051500,281
A051600,299
A051630,1158
A051780,1877
A051900,198
A051910,682
A051980,403
A052020,1931
A052220,59
A052260,1560
A052300,557
A052330,175
A052400,313
A052420,542
A052460,1629
A052600,1223
A052670,1565
A052690,142
A052710,425
A052790,15
A052860,1311
A052900,1798
A053030,599
A053050,209
A053080,657
A053160,1234
A053210,1093
A053260,1597
A053270,1477
A053280,629
A053290,668
A053300,342
A053350,855
A053450,1921
A053580,1061
A053590,3
A053610,1880
A053620,1246
A053690,372
A053700,1687
A053800,26
A053950,183
A053980,831
A054040,493
A054050,999
A054090,942
A054180,615
A054210,164
A054450,1517
A054540,1835
A054620,247
A054670,1279
A054780,1936
A054800,176
A054920,60
A054930,104
A054950,1699
A055490,750
A055550,166
A056080,1952
A056090,19
A056190,390
A056360,359
A056700,540
A056730,291
A057030,1395
A057050,564
A057540,67
A057680,1782
A057880,923
A058110,527
A058400,1124
A058430,1680
A058470,498
A058610,1548
A058630,1744
A058650,1793
A058730,191
A058820,1357
A058850,626
A058860,229
A058970,174
A059090,1232
A059100,1407
A059120,625
A059210,1994
A059270,1300
A060150,1007
A060230,1926
A060240,748
A060250,387
A060280,959
A060310,1992
A060370,1591
A060380,648
A060540,1767
A060560,1785
A060570,1618
A060590,1685
A060720,1879
A060850,1309
A060900,954
A060980,1664
A061040,698
A061250,1802
A061970,1590
A062860,893
A063080,1165
A063160,1264
A063170,882
A063440,68
A063570,1029
A064090,732
A064240,1431
A064260,1144
A064290,541
A064350,1541
A064480,763
A064520,221
A064550,311
A064760,974
A064800,122
A064820,149
A064850,1797
A064960,1398
A065130,1668
A065150,1082
A065170,316
A065350,1839
A065370,402
A065440,232
A065450,1268
A065510,1996
A065530,580
A065560,926
A065650,1571
A065660,1830
A065680,1235
A065710,1540
A065950,132
A066130,550
A066310,758
A066360,1129
A066410,121
A066570,1486
A066590,546
A066620,85
A066670,1592
A066700,1765
A066900,1122
A066910,283
A066970,1108
A066980,341
A067000,1498
A067080,1136
A067160,110
A067170,1058
A067280,1035
A067290,721
A067310,1730
A067370,1051
A067390,162
A067570,409
A067630,524
A067830,1039
A067900,770
A067920,1496
A067990,1403
A068050,956
A068240,1287
A068270,1451
A068290,435
A068330,1243
A068400,1711
A068760,1184
A068790,1049
A068930,421
A069080,1119
A069110,929
A069260,1518
A069410,1881
A069460,264
A069510,1499
A069540,1654
A069620,1318
A069640,1940
A069730,413
A069920,115
A069960,651
A070960,846
A071050,1394
A071090,186
A071200,272
A071280,391
A071320,173
A071460,211
A071670,244
A071840,366
A071970,515
A072020,144
A072130,1691
A072470,40
A072710,1646
A072770,1717
A072870,1225
A072990,1512
A073010,335
A073110,1153
A073240,1437
A073490,159
A073560,261
A073570,16
A073640,1770
A074430,1003
A074600,1157
A074610,1216
A075180,575
A075580,1337
A075970,781
A076080,1396
A076610,98
A077360,459
A077500,196
A077970,1199
A078000,1090
A078020,714
A078070,946
A078130,345
A078140,1296
A078150,1976
A078160,1164
A078340,711
A078350,1716
A078520,1014
A078590,930
A078600,320
A078890,1274
A078930,1339
A078940,368
A079160,135
A079170,1263
A079370,1814
A079430,622
A079550,1786
A079810,1742
A079940,1391
A079960,1159
A079970,1606
A079980,773
A080000,1852
A080010,568
A080160,521
A080220,1365
A080420,1207
A080470,1355
A080520,1870
A080580,757
A080720,100
A081000,549
A081150,410
A081580,1726
A081660,1672
A082210,1488
A082270,1827
A082640,1251
A082660,1922
A082740,301
A082800,1987
A082850,1115
A082920,1549
A083310,1671
A083420,1684
A083450,1114
A083470,270
A083500,464
A083550,900
A083650,1948
A083660,1897
A083790,1998
A083930,101
A084010,1174
A084110,1419
A084180,856
A084370,1838
A084650,1135
A084670,1228
A084680,1389
A084690,1120
A084730,400
A084850,1457
A084990,1454
A085310,1285
A085370,1628
A085620,1573
A085660,1840
A085670,1610
A085810,608
A085910,1041
A086040,1288
A086280,1011
A086390,1935
A086450,1399
A086520,1624
A086670,1320
A086710,1977
A086790,997
A086820,1366
A086890,1582
A086900,1752
A086960,103
A086980,1204
A087010,1415
A087260,1872
A087600,811
A088130,774
A088290,528
A088350,543
A088390,113
A088800,806
A088910,487
A089010,1632
A089030,1721
A089140,1546
A089150,547
A089230,1209
A089470,1397
A089590,1910
A089600,868
A089790,1738
A089850,1331
A089890,1924
A089970,1893
A089980,306
A090080,1949
A090150,947
A090350,444
A090360,838
A090370,354
A090410,1658
A090430,334
A090460,153
A090470,52
A090710,1163
A090850,1749
A091090,603
A091120,1914
A091340,501
A091580,208
A091590,1652
A091700,1325
A091810,1965
A091990,600
A092040,1808
A092070,1401
A092130,701
A092190,1960
A092200,588
A092220,125
A092230,912
A092300,1123
A092440,587
A092460,1352
A092730,1475
A092780,899
A092870,1800
A093050,1160
A093190,124
A093230,1413
A093240,1364
A093320,1647
A093370,857
A093520,1418
A093640,48
A093920,1741
A094170,503
A094280,981
A094360,1972
A094480,376
A094820,1244
A094840,830
A094850,397
A094860,297
A094940,952
A094970,1231
A095190,462
A095270,1564
A095340,971
A095500,218
A095570,572
A095610,1065
A095660,1833
A095700,1545
A095720,762
A095910,667
A096040,219
A096240,1557
A096350,1973
A096530,428
A096610,792
A096630,885
A096640,901
A096690,824
A096760,961
A096770,720
A097230,1302
A097520,1769
A097780,810
A097800,1443
A097870,816
A097950,840
A098120,1982
A098460,41
A099190,775
A099220,373
A099320,46
A099440,1643
A099520,931
A099750,134
A100030,853
A100090,1332
A100120,644
A100130,1183
A100220,678
A100250,1351
A100590,265
A100660,61
A100700,1473
A100790,379
A100840,1864
A101140,594
A101160,1974
A101170,1903
A101240,1983
A101330,877
A101360,1271
A101390,490
A101490,759
A101530,1442
A101670,71
A101730,1635
A101930,613
A102120,398
A102260,978
A102280,1464
A102460,443
A102710,1754
A102940,112
A103140,1834
A103590,1891
A103840,1971
A104040,1392
A104200,158
A104460,5
A104480,536
A104540,1637
A104620,1934
A104700,1347
A104830,1650
A105330,1815
A105550,1506
A105560,1021
A105630,441
A105740,716
A105840,1131
A106080,1575
A106190,482
A107590,896
A108230,839
A108320,1329
A108380,738
A108490,1106
A108670,1236
A108860,1109
A109070,932
A109080,1193
A109610,1816
A109740,284
A109820,1600
A109860,1308
A109960,1145
A110790,1779
A110990,1850
A111110,1198
A111710,1038
A111770,1382
A112040,203
A112610,1180
A113810,1945
A114090,707
A114190,136
A114450,233
A114630,1385
A114810,1801
A115160,120
A115180,1932
A115310,1985
A115390,556
A115440,385
A115450,1794
A115480,1230
A115500,338
A115610,1989
A115960,647
A117580,1542
A117730,1809
A118000,581
A118990,1067
A119500,1819
A119610,1702
A119650,1649
A119830,1719
A119850,1310
A119860,530
A120030,37
A120110,1052
A120240,360
A121440,669
A121600,871
A121800,298
A121850,169
A122310,253
A122350,165
A122450,577
A122640,1417
A122690,1598
A122870,1991
A122900,785
A122990,468
A123010,1008
A123040,1447
A123410,499
A123420,72
A123570,702
A123690,976
A123700,1102
A123750,1739
A123860,1558
A123890,1020
A124500,1489
A124560,89
A125210,1841
A126340,1053
A126560,1724
A126600,1845
A126640,1962
A126700,1434
A126880,1930
A127120,496
A127710,107
A128540,751
A128660,1554
A128820,393
A128940,1097
A129260,992
A129890,635
A130500,654
A130580,502
A130660,87
A131030,389
A131090,497
A131100,1341
A131220,1461
A131290,1787
A131370,523
A131400,854
A131760,610
A131970,1855
A133750,228
A133820,1928
A134380,1406
A134580,1081
A134790,739
A136480,412
A136490,224
A136510,936
A136540,353
A137400,1514
A137950,1596
A138040,137
A138070,797
A138080,225
A138490,1427
A138580,1681
A138610,1233
A138930,356
A139050,941
A139130,874
A139480,713
A139670,349
A140070,1753
A140410,407
A140520,1569
A140670,807
A140860,1825
A141000,1623
A141080,1344
A142210,1750
A142280,722
A142760,1362
A143160,305
A143210,948
A143240,1095
A143540,545
A144510,1206
A144960,202
A145020,1107
A145210,1999
A145720,1062
A145990,975
A147760,911
A147830,903
A148150,1501
A148250,178
A149950,1277
A149980,488
A150840,933
A150900,879
A151860,1666
A151910,128
A153460,1895
A153490,1645
A153710,1604
A155650,315
A155660,883
A156100,881
A158430,514
A159580,384
A159910,1388
A160550,945
A160600,918
A160980,1510
A161000,1625
A161390,1379
A161580,1210
A161890,1055
A163560,1532
A163730,1484
A164060,1599
A166090,1725
A166480,861
A168330,484
A169330,973
A170030,1906
A170790,1561
A170900,737
A170920,645
A171010,1502
A171090,1509
A171120,1882
A173130,1044
A173940,561
A174900,555
A175140,566
A175250,873
A175330,649
A177350,44
A177830,1775
A178320,1208
A178780,935
A178920,324
A179290,1873
A179900,1100
A180400,1187
A180640,489
A181340,920
A181710,991
A182360,1004
A182400,210
A183190,1321
A183300,1688
A183490,595
A184230,392
A185490,688
A185750,1608
A186230,944
A187220,1804
A187270,1460
A187420,990
A187870,139
A189300,1323
A189330,1865
A189690,1896
A189860,358
A189980,1298
A190510,475
A190650,30
A191420,213
A192080,257
A192250,318
A192400,388
A192410,790
A192440,1519
A192650,246
A192820,1713
A193250,1015
A194370,1280
A194480,237
A194700,256
A195500,1892
A195870,1631
A195990,1848
A196170,1267
A196300,1889
A196450,179
A196490,1152
A197140,949
A198440,1595
A199800,510
A199820,1202
A200130,383
A200230,609
A200350,325
A200470,478
A200670,1390
A200710,1155
A200780,1034
A200880,303
A201490,1132
A203400,322
A203450,1773
A203650,1630
A203690,1758
A204020,582
A204270,910
A204320,1507
A204620,1177
A204840,1446
A205100,1806
A205470,1059
A205500,1485
A206400,259
A206560,42
A206640,317
A206650,1559
A207760,395
A207940,236
A208140,719
A208340,1777
A208370,1361
A208640,1226
A210540,1520
A210980,1731
A211050,1420
A211270,455
A212560,1988
A213420,1378
A213500,1118
A214150,1186
A214180,1181
A214260,108
A214270,357
A214320,255
A214330,506
A214370,29
A214390,1348
A214420,1795
A214430,1868
A214450,182
A214610,230
A214680,1215
A214870,456
A215000,1040
A215090,919
A215100,848
A215200,746
A215360,664
A215600,1175
A215790,1701
A216050,245
A216080,787
A217190,133
A217270,636
A217330,1091
A217500,723
A217620,123
A217730,585
A217820,1612
A218150,562
A218410,70
A219130,638
A219420,417
A219550,1964
A220100,1620
A220180,33
A220260,1762
A221840,591
A221980,1326
A222040,1869
A222080,1911
A222110,878
A222420,329
A222800,1653
A222810,1871
A222980,1080
A223250,308
A223310,917
A224110,1923
A225190,904
A225220,63
A225530,1831
A225570,597
A226320,423
A226330,109
A226340,1195
A226400,966
A226440,914
A226950,1200
A227100,747
A227840,1537
A227950,1807
A228340,1126
A228670,1001
A228760,1430
A228850,1481
A229000,630
A229640,865
A230240,24
A230360,796
A230980,222
A232140,1292
A232680,1371
A234080,867
A234100,1587
A234300,451
A234340,860
A234690,1098
A234920,131
A235980,1380
A236200,1261
A236810,804
A237690,1919
A237820,1538
A237880,1707
A238090,522
A238120,1166
A238200,148
A238490,263
A239340,56
A239610,251
A239890,589
A240810,1471
A241520,138
A241560,1683
A241590,578
A241690,1030
A241710,1751
A241770,643
A241790,1375
A241820,74
A241840,84
A242040,1790
A243070,836
A243840,75
A244460,461
A244920,628
A245620,617
A246690,160
A246710,126
A246720,695
A246960,712
A247540,4
A247660,1677
A248070,1340
A248170,704
A249420,671
A250000,741
A250060,1110
A251270,266
A251370,951
A251630,129
A251970,1697
A252500,601
A252990,438
A253450,448
A253590,1068
A253840,365
A254120,670
A255220,1709
A255440,880
A256150,512
A256630,835
A256840,829
A256940,326
A257370,915
A258610,1286
A258830,422
A259630,378
A260660,214
A260930,94
A260970,380
A261200,795
A262260,1912
A262840,271
A263020,1967
A263050,526
A263540,916
A263600,634
A263690,1121
A263700,152
A263720,1878
A263750,1552
A263770,1576
A263800,1958
A263810,73
A263860,1844
A263920,584
A264450,1409
A264660,1313
A264850,705
A264900,1084
A265520,1000
A265560,734
A265740,234
A267250,508
A267260,1467
A267270,1638
A267290,58
A267320,1468
A267790,551
A267850,1217
A267980,1256
A268280,827
A268600,116
A269620,937
A270520,200
A270660,243
A270870,1247
A271560,185
A271980,943
A272110,1570
A272210,821
A272290,766
A272450,993
A272550,241
A273060,117
A274090,382
A276730,631
A277070,375
A277410,1583
A277810,1837
A277880,1774
A278280,1162
A278650,1799
A279600,808
A280360,351
A281740,1440
A281820,552
A282330,703
A282690,1381
A282880,1927
A284620,79
A284740,507
A285130,1297
A285490,346
A286750,1706
A286940,1902
A287410,1047
A288330,273
A288620,83
A289010,1761
A289080,769
A289220,156
A290120,1376
A290380,683
A290520,1534
A290550,1516
A290650,168
A290670,14
A290690,2000
A290720,675
A290740,509
A291230,11
A291650,415
A293480,583
A293490,1078
A293580,258
A293780,1644
A294090,1915
A294140,394
A294570,340
A294630,1917
A294870,1421
A297090,826
A297570,850
A297890,1968
A298000,239
A298020,1511
A298040,1690
A298050,1134
A298060,1435
A298380,1372
A298540,161
A298690,1904
A299030,1854
A299170,985
A299660,1387
A299900,718
A300080,1955
A300120,1682
A300720,1456
A301300,1370
A302430,1459
A302440,1483
A302550,323
A303030,18
A303360,411
A304100,295
A304840,432
A305090,1990
A306040,1411
A306200,294
A306620,1050
A307180,516
A307280,1621
A307750,480
A307870,1781
A307930,39
A307950,1780
A308100,1783
A308170,623
A309930,1961
A310200,1943
A311390,1336
A311690,1258
A312610,980
A313760,492
A314130,820
A314930,1553
A316140,560
A317120,414
A317240,1950
A317330,1859
A317400,1316
A317530,314
A317690,1317
A317770,1422
A317830,1445
A317850,1803
A317870,147
A318000,1101
A318010,31
A318020,925
A318410,1260
A319400,1890
A319660,706
A320000,20
A321260,537
A321550,1572
A322000,470
A322180,330
A322310,1137
A322510,1984
A322780,1294
A323280,533
A323990,9
A326030,1405
A327260,525
A330350,483
A330860,1077
A331520,292
A332290,1978
A332370,1424
A332570,1851
A333430,875
A333620,1718
A334970,86
A335810,1404
A335890,1284
A336060,1579
A336260,140
A336370,331
A336570,1273
A337930,55
A338220,25
A339770,672
A339950,437
A340440,620
A340570,1729
A340930,408
A344820,1219
A347700,377
A347740,424
A347770,1720
A347860,1578
A347890,344
A348030,596
A348150,1238
A348210,1425
A348350,1531
A351320,1942
A351330,111
A352480,1214
A352700,1743
A352770,477
A352820,449
A352940,1338
A353190,1667
A353200,1276
A353810,1227
A354200,812
A355150,1884
A356860,1866
A356890,1639
A357230,1072
A357550,77
A357780,1117
A359090,814
A361390,995
A361610,1760
A363250,1194
A363260,288
A363280,1178
A365590,653
A368770,130
A369370,370
A373200,7
A375500,1727
A378850,1218
A383220,216
A383310,472
A383800,697
