일자,종목코드,종목명,거래량,시가,고가,저가,종가
20210601,A178920,PI첨단소재,89007,45150,45900,45000,45900
20210601,A024940,PN풍년,842307,10650,10900,10500,10650
20210601,A005490,POSCO홀딩스,701879,355500,363000,347500,350000
20210601,A218410,RFHIC,337151,38600,39600,38200,39050
20210601,A327260,RF머트리얼즈,22447,30550,30550,29450,29950
20210601,A091340,S&K폴리텍,53871,5680,5750,5670,5740
20210601,A010950,S-Oil,1053604,94400,101000,94300,99900
20210601,A019550,SBI인베스트먼트,1686576,2110,2125,2090,2090
20210601,A034120,SBS,157751,43950,45700,43550,45300
20210601,A046140,SBS콘텐츠허브,78894,8120,8160,8020,8100
20210601,A151910,SBW생명과학,1150739,6820,6980,6650,6910
20210601,A036120,SCI평가정보,781902,3945,4375,3945,4165
20210601,A099220,SDN,407968,2760,2830,2760,2810
20210601,A036540,SFA반도체,1364538,7270,7360,7250,7320
20210601,A255220,SG,509239,2420,2450,2370,2410
20210601,A040610,SG&G,283480,2875,2960,2855,2955
20210601,A184230,SGA솔루션즈,579661,1470,1480,1435,1450
20210601,A005090,SGC에너지,147452,46000,46900,45600,45800
20210601,A016250,SGC이테크건설,25643,63600,64500,62500,64200
20210601,A001380,SG글로벌,773074,3860,4000,3830,3980
20210601,A004060,SG세계물산,2372919,753,787,753,778
20210601,A002360,SH에너지화학,4999747,1160,1215,1145,1210
20210601,A009160,SIMPAC,128062,4280,4340,4200,4270
20210601,A123700,SJM,350808,5770,5860,5550,5580
20210601,A025530,SJM홀딩스,134604,4930,4930,4675,4830
20210601,A034730,SK,154636,265000,272000,265000,268500
20210601,A011790,SKC,337279,128500,133000,126500,133000
20210601,A018670,SK가스,52018,111000,115000,110500,113000
20210601,A001740,SK네트웍스,1273358,6060,6110,5980,6050
20210601,A006120,SK디스커버리,79273,52300,53800,52200,53500
20210601,A210980,SK디앤디,34640,36700,36900,36200,36400
20210601,A068400,SK렌터카,458350,14850,15050,14400,15000
20210601,A302440,SK바이오사이언스,349352,152500,153000,148000,149000
20210601,A326030,SK바이오팜,221321,113500,115000,112000,112000
20210601,A361610,SK아이이테크놀로지,497546,149500,151000,147500,150000
20210601,A100090,SK오션플랜트,499853,19300,19800,19000,19750
20210601,A096770,SK이노베이션,563379,264000,268500,262000,264000
20210601,A001510,SK증권,17761377,1005,1050,1000,1040
20210601,A285130,SK케미칼,45897,255000,256500,252000,255000
20210601,A017670,SK텔레콤,315706,319000,329500,317000,328000
20210601,A000660,SK하이닉스,2819179,127000,129000,126000,128500
20210601,A048550,SM C&C,17769900,2750,2850,2710,2780
20210601,A063440,SM Life Design,6164838,3245,3245,3090,3090
20210601,A003570,SNT다이내믹스,59214,9160,9260,9100,9100
20210601,A064960,SNT모티브,121284,64600,65700,63400,64200
20210601,A100840,SNT에너지,224371,20500,21050,20250,21000
20210601,A036530,SNT홀딩스,22752,19600,19650,19250,19600
20210601,A005610,SPC삼립,66940,93800,96000,90000,90600
20210601,A011810,STX,198725,9190,9420,9080,9340
20210601,A077970,STX엔진,296077,14950,15200,14500,14750
20210601,A071970,STX중공업,1196635,7170,7300,6990,7270
20210601,A289080,SV인베스트먼트,459072,4415,4470,4405,4465
20210601,A002710,TCC스틸,196337,4725,4765,4650,4730
20210601,A089230,THE E&M,3286453,1245,1260,1175,1205
20210601,A032540,TJ미디어,252485,3980,4360,3980,4360
20210601,A022220,TKG애강,499510,2375,2430,2360,2430
20210601,A069260,TKG휴켐스,145353,22150,22200,22000,22100
20210601,A048770,TPC,62265,4235,4275,4175,4215
20210601,A246690,TS인베스트먼트,1093902,4135,4155,4045,4120
20210601,A317240,TS트릴리온,178269,1265,1285,1250,1255
20210601,A002900,TYM,1443558,1675,1685,1650,1670
20210601,A024070,WISCOM,221850,4180,4315,4140,4300
20210601,A057030,YBM넷,3485173,9190,9490,8730,9010
20210601,A037270,YG PLUS,1210705,6120,6180,5990,6090
20210601,A040300,YTN,33051,4400,4435,4325,4400
20210601,A052220,iMBC,334844,4340,4365,4225,4285
20210601,A079940,가비아,34434,14850,14950,14650,14700
20210601,A078890,가온그룹,183052,12150,12550,12100,12250
20210601,A000500,가온전선,507803,30250,31000,29000,30300
20210601,A036620,감성코퍼레이션,634497,1450,1450,1385,1430
20210601,A000860,강남제비스코,13465,28400,28650,28150,28550
20210601,A217730,강스템바이오텍,104740,5860,5990,5860,5950
20210601,A035250,강원랜드,1204936,28950,29100,28400,28750
20210601,A114190,강원에너지,0,0,0,0,2500
20210601,A094480,갤럭시아머니트리,617060,7150,7230,7060,7190
20210601,A011420,갤럭시아에스엠,344647,2450,2470,2360,2370
20210601,A039240,경남스틸,350971,3830,3895,3820,3865
20210601,A053950,경남제약,45026,7000,7010,6910,6960
20210601,A002100,경농,138177,15500,15650,15350,15650
20210601,A009450,경동나비엔,112868,62800,63800,61400,62900
20210601,A267290,경동도시가스,14106,24400,24650,24200,24300
20210601,A012320,경동인베스트,7098,40450,41000,40300,40800
20210601,A011040,경동제약,175029,11150,11200,10950,11050
20210601,A000050,경방,51925,14950,15150,14750,14950
20210601,A214390,경보제약,76540,12450,12450,12250,12350
20210601,A012610,경인양행,252773,7040,7150,7010,7140
20210601,A024910,경창산업,228732,2860,2865,2790,2825
20210601,A013580,계룡건설,41122,34700,34850,34350,34350
20210601,A012200,계양전기,567295,4875,4935,4835,4895
20210601,A002140,고려산업,260146,4060,4140,4030,4085
20210601,A198440,고려시멘트,527274,3795,3835,3770,3800
20210601,A049720,고려신용정보,86878,8290,8460,8140,8380
20210601,A010130,고려아연,60587,451500,455000,445000,447500
20210601,A002240,고려제강,87057,25850,26600,25500,25750
20210601,A014570,고려제약,44074,10950,11100,10850,11000
20210601,A348150,고바이오랩,48494,32800,33300,32500,32800
20210601,A098460,고영,90416,25500,25750,25300,25650
20210601,A035290,골드앤에스,0,0,0,0,1305
20210601,A038530,골드퍼시픽,691571,1310,1320,1295,1310
20210601,A215000,골프존,85061,112300,112300,107900,109500
20210601,A121440,골프존뉴딘홀딩스,484452,9090,9100,8730,8820
20210601,A009290,광동제약,114690,9160,9160,9090,9130
20210601,A014200,광림,5065509,4970,4975,4155,4805
20210601,A017040,광명전기,572923,2760,2780,2725,2745
20210601,A029480,광무,867009,577,587,567,575
20210601,A017900,광전자,713280,2455,2555,2440,2515
20210601,A037710,광주신세계,8326,213000,217000,203000,204000
20210601,A030610,교보증권,105563,9060,9100,8980,9070
20210601,A339770,교촌에프앤비,69857,19950,19950,19700,19750
20210601,A053270,구영테크,1053074,4050,4135,4000,4125
20210601,A007690,국도화학,37680,76000,76200,74000,75200
20210601,A005320,국동,382114,3225,3250,3170,3170
20210601,A001140,국보,500174,1755,1780,1710,1715
20210601,A066620,국보디자인,30368,24050,24100,23850,23900
20210601,A043650,국순당,78730,8510,8850,8510,8850
20210601,A006050,국영지앤엠,650340,2755,2825,2745,2825
20210601,A078130,국일제지,3939296,5990,6100,5800,5860
20210601,A307750,국전약품,210752,6980,7120,6670,6680
20210601,A002720,국제약품,58938,6970,7070,6960,7040
20210601,A035080,그래디언트,12831551,5810,5980,5520,5780
20210601,A204020,그리티,3078812,4080,4245,4040,4125
20210601,A083420,그린케미칼,660179,13350,13500,12900,13300
20210601,A186230,그린플러스,120061,17000,17300,16900,17000
20210601,A014530,극동유화,1602741,5260,5590,5240,5590
20210601,A204620,글로벌텍스프리,856872,3945,3980,3870,3940
20210601,A019660,글로본,287487,4325,4325,4090,4140
20210601,A014280,금강공업,153445,8150,8150,7900,7940
20210601,A053260,금강철강,678347,6910,7770,6910,7320
20210601,A008870,금비,5166,81100,82500,79600,82500
20210601,A001570,금양,293920,5090,5260,5060,5150
20210601,A002990,금호건설,422149,11750,11800,11350,11500
20210601,A011780,금호석유,208946,230000,235000,229500,229500
20210601,A214330,금호에이치티,1051952,2290,2305,2275,2280
20210601,A073240,금호타이어,1001038,5140,5310,5080,5240
20210601,A036190,금화피에스시,14891,33650,33950,33000,33200
20210601,A049080,기가레인,3776568,2255,2460,2175,2415
20210601,A035460,기산텔레콤,64197,2870,2890,2840,2860
20210601,A092440,기신정기,359450,5190,5440,5180,5440
20210601,A000270,기아,2163249,85800,86600,84500,85700
20210601,A024110,기업은행,1516776,10800,10850,10600,10750
20210601,A013700,까뮤이앤씨,1190524,2585,2670,2575,2660
20210601,A308100,까스텔바작,77446,14500,14900,14450,14900
20210601,A004540,깨끗한나라,3816375,6700,7000,6630,6790
20210601,A286750,나노브릭,12708,8400,8700,8370,8440
20210601,A121600,나노신소재,34657,27650,28250,27650,28050
20210601,A247660,나노씨엠에스,25126,15150,15500,15100,15400
20210601,A039860,나노엔텍,188348,8540,8610,8450,8550
20210601,A051490,나라엠앤디,209256,10000,10200,9920,10050
20210601,A190510,나무가,30864,9160,9240,9070,9150
20210601,A242040,나무기술,169860,3070,3070,3025,3060
20210601,A089600,나스미디어,91101,40700,41550,39700,39850
20210601,A293580,나우IB,140987,14900,14900,14350,14500
20210601,A138610,나이벡,1324928,31900,36800,31300,33450
20210601,A130580,나이스디앤비,20803,10850,10900,10700,10850
20210601,A036800,나이스정보통신,27985,35650,36450,35600,36250
20210601,A267320,나인테크,215125,4535,4540,4470,4495
20210601,A001260,남광토건,81963,16400,16700,16200,16250
20210601,A008350,남선알미늄,1710272,3710,3790,3705,3720
20210601,A004270,남성,649062,3830,3925,3795,3850
20210601,A003920,남양유업,80795,700000,727000,611000,634000
20210601,A025860,남해화학,342216,9670,9800,9650,9800
20210601,A111710,남화산업,64527,10300,10400,10200,10250
20210601,A091590,남화토건,44420,11550,11550,11400,11550
20210601,A168330,내츄럴엔도텍,0,0,0,0,2525
20210601,A094860,네오리진,277882,1755,1825,1740,1790
20210601,A253590,네오셈,84718,3140,3180,3105,3180
20210601,A212560,네오오토,486152,8520,8950,8310,8710
20210601,A095660,네오위즈,80596,23350,23350,23200,23300
20210601,A042420,네오위즈홀딩스,53076,31400,31500,30550,31450
20210601,A311390,네오크레마,41110,9260,9410,9260,9280
20210601,A085910,네오티스,132023,4480,4500,4400,4440
20210601,A092730,네오팜,250687,39000,39000,36600,36800
20210601,A306620,네온테크,163590,3840,3950,3835,3885
20210601,A153460,네이블,26115,7360,7520,7280,7320
20210601,A007390,네이처셀,896752,14100,14300,13750,13950
20210601,A033640,네패스,185734,36950,37750,36850,37600
20210601,A330860,네패스아크,26377,40900,41450,40800,41300
20210601,A005720,넥센,97919,5110,5240,5100,5110
20210601,A002350,넥센타이어,274751,8410,8560,8320,8410
20210601,A089140,넥스턴바이오,693132,15850,17200,15600,16950
20210601,A348210,넥스틴,19198,60100,60800,60000,60100
20210601,A225570,넥슨게임즈,134777,10900,11000,10650,10700
20210601,A217270,넵튠,71164,25600,25950,25500,25850
20210601,A251270,넷마블,153676,140500,141000,139500,140500
20210601,A104620,노랑풍선,340687,31250,31800,29650,30350
20210601,A090350,노루페인트,909754,13250,13950,12950,13700
20210601,A000320,노루홀딩스,160556,14400,14950,14250,14500
20210601,A194700,노바렉스,109573,46850,47950,45500,46450
20210601,A285490,노바텍,46098,40500,40750,39750,40600
20210601,A006280,녹십자,85647,341500,343000,335000,336000
20210601,A142280,녹십자엠에스,41248,9800,9970,9760,9870
20210601,A234690,녹십자웰빙,86237,11750,12250,11700,12250
20210601,A005250,녹십자홀딩스,150725,34450,34550,34050,34250
20210601,A065560,녹원씨엔아이,0,0,0,0,5770
20210601,A004370,농심,43523,304500,308500,302000,304000
20210601,A072710,농심홀딩스,12702,82500,83000,81600,83000
20210601,A054050,농우바이오,223891,13300,13650,13300,13550
20210601,A040160,누리플렉스,1474773,10400,10800,10350,10550
20210601,A332290,누보,1544885,2480,2680,2155,2180
20210601,A012340,뉴인텍,429355,3805,3805,3710,3740
20210601,A214870,뉴지랩파마,250863,10150,10250,10000,10200
20210601,A270870,뉴트리,51550,37400,38050,36900,37150
20210601,A144960,뉴파워프라즈마,487997,6210,6260,6190,6240
20210601,A085670,뉴프렉스,126948,1895,1910,1870,1880
20210601,A064260,다날,1610268,6930,7150,6900,7100
20210601,A039560,다산네트웍스,507162,10250,10300,9910,10000
20210601,A058730,다스코,43408,5500,5520,5430,5470
20210601,A030210,다올투자증권,6966905,5910,6390,5850,6080
20210601,A023590,다우기술,89892,27550,27600,27250,27400
20210601,A032190,다우데이타,181819,15050,15050,14750,14800
20210601,A068240,다원시스,203531,18900,19250,18800,19000
20210601,A145210,다이나믹디자인,24997944,764,797,741,779
20210601,A019680,대교,406633,4750,4750,4605,4650
20210601,A006370,대구백화점,136504,13400,14350,12850,13750
20210601,A008060,대덕,11551385,9350,10100,9140,9730
20210601,A353200,대덕전자,843150,15150,15300,14950,15050
20210601,A000490,대동,813791,13100,13250,12500,12600
20210601,A008830,대동기어,4584262,10400,12900,10400,11950
20210601,A008110,대동전자,68071,8000,8380,8000,8270
20210601,A004780,대륙제관,118974,6090,6180,6050,6170
20210601,A005750,대림B&Co,50551,7050,7080,6860,6970
20210601,A017650,대림제지,60459,14600,14950,14600,14850
20210601,A006570,대림통상,136212,4400,4405,4285,4355
20210601,A007720,대명소노시즌,3064144,1620,1625,1565,1620
20210601,A317850,대모,70566,6270,6320,6160,6290
20210601,A290670,대보마그네틱,10872,33450,33600,32900,33350
20210601,A078140,대봉엘에스,33657,11200,11200,11000,11100
20210601,A001680,대상,238375,30050,30400,29500,29500
20210601,A084690,대상홀딩스,201476,12450,12500,12150,12300
20210601,A036480,대성미생물,29223,19900,19900,19650,19850
20210601,A128820,대성산업,1042731,5390,5700,5390,5570
20210601,A117580,대성에너지,315518,6270,6490,6260,6430
20210601,A027830,대성창투,5425479,4555,4695,4425,4595
20210601,A104040,대성파인텍,719376,2755,2810,2745,2760
20210601,A016710,대성홀딩스,57454,34950,35250,34900,35000
20210601,A003540,대신증권,138710,18700,18700,18300,18400
20210601,A045390,대아티아이,3299547,6270,6340,6150,6150
20210601,A009190,대양금속,2218388,4675,4955,4640,4890
20210601,A108380,대양전기공업,84781,19800,20300,19650,20300
20210601,A006580,대양제지,0,0,0,0,3260
20210601,A014160,대영포장,1012801,2655,2670,2615,2665
20210601,A047040,대우건설,5369376,8320,8460,8160,8350
20210601,A009320,대우부품,169080,2495,2500,2465,2490
20210601,A042660,대우조선해양,1727706,34000,37400,33850,37050
20210601,A003090,대웅,203703,37000,37650,36600,37350
20210601,A069620,대웅제약,73187,156000,161500,154500,156500
20210601,A007680,대원,64940,10000,10100,9960,10050
20210601,A000430,대원강업,779068,4325,4450,4285,4440
20210601,A048910,대원미디어,2281796,31700,37350,31350,36350
20210601,A005710,대원산업,40509,7330,7600,7270,7590
20210601,A006340,대원전선,77763222,1655,2145,1655,2145
20210601,A003220,대원제약,69317,16000,16100,15850,16050
20210601,A024890,대원화성,8203749,3000,3225,2960,3155
20210601,A290380,대유,91901,9670,9980,9610,9900
20210601,A002880,대유에이텍,495078,1155,1180,1150,1170
20210601,A290120,대유에이피,65280,7570,7780,7570,7760
20210601,A000300,대유플러스,1118600,1100,1105,1075,1090
20210601,A120240,대정화금,19331,27000,27250,26800,27000
20210601,A003310,대주산업,2259810,2615,2730,2615,2665
20210601,A078600,대주전자재료,139561,44700,44850,43850,44250
20210601,A012800,대창,3156748,2485,2540,2480,2510
20210601,A015230,대창단조,68795,8870,8940,8800,8920
20210601,A096350,대창솔루션,5610992,519,526,500,508
20210601,A140520,대창스틸,116859,3515,3550,3495,3520
20210601,A131220,대한과학,177485,14500,14550,14050,14100
20210601,A010170,대한광통신,465012,3230,3240,3150,3170
20210601,A054670,대한뉴팜,87963,12500,12600,12350,12400
20210601,A001070,대한방직,5813,43800,44050,43550,43800
20210601,A023910,대한약품,17219,35150,35950,35150,35550
20210601,A006650,대한유화,31627,266500,270500,265500,268500
20210601,A001440,대한전선,157504208,2105,2245,1915,2040
20210601,A084010,대한제강,488818,20650,21800,20650,21250
20210601,A001790,대한제당,1007135,3365,3485,3335,3430
20210601,A001130,대한제분,12049,181500,183500,177500,178500
20210601,A003490,대한항공,2449861,31950,32200,31500,31700
20210601,A005880,대한해운,1927341,3360,3360,3305,3310
20210601,A003830,대한화섬,888,140000,145000,140000,142000
20210601,A016090,대현,2552913,2860,3045,2815,3020
20210601,A069460,대호에이엘,1141687,4060,4190,4005,4105
20210601,A067080,대화제약,41892,12500,12550,12350,12450
20210601,A298540,더네이쳐홀딩스,38746,59500,60300,58800,59800
20210601,A118000,더메디팜,286263,1995,2005,1955,1995
20210601,A192080,더블유게임즈,62144,67400,68200,66600,67600
20210601,A299170,더블유에스아이,181571,2995,3100,2910,3070
20210601,A012510,더존비즈온,117472,82700,83400,82300,82300
20210601,A213420,덕산네오룩스,386995,42850,44500,42800,44450
20210601,A317330,덕산테코피아,121457,18450,18750,18200,18750
20210601,A077360,덕산하이메탈,235737,12900,13600,12900,13250
20210601,A004830,덕성,14002905,24950,31150,24600,29500
20210601,A090410,덕신하우징,642591,1665,1705,1655,1695
20210601,A024900,덕양산업,594776,3655,3705,3600,3680
20210601,A263600,덕우전자,138966,7850,7880,7650,7730
20210601,A194480,데브시스터즈,65983,112700,115100,110300,112600
20210601,A263800,데이타솔루션,29264,5940,6000,5920,6000
20210601,A206560,덱스터,333770,7370,7470,7300,7440
20210601,A261200,덴티스,344895,13700,13700,13200,13650
20210601,A145720,덴티움,33262,59800,59800,58900,59200
20210601,A067990,도이치모터스,1151300,8300,8500,8230,8440
20210601,A002150,도화엔지니어링,85466,9450,9450,9320,9420
20210601,A006620,동구바이오제약,305469,9410,9630,9320,9580
20210601,A100130,동국S&C,327184,6090,6170,6040,6090
20210601,A005160,동국산업,115916,3885,3930,3880,3900
20210601,A075970,동국알앤에스,608477,6090,6190,6040,6130
20210601,A001230,동국제강,2657202,23150,23950,22950,23250
20210601,A086450,동국제약,107509,28800,28900,28550,28700
20210601,A023450,동남합성,1336,52500,52500,51900,51900
20210601,A004140,동방,1065252,6440,6520,6350,6430
20210601,A007590,동방아그로,58418,7670,7930,7580,7740
20210601,A005960,동부건설,92020,12650,12800,12550,12750
20210601,A026960,동서,96511,29950,30500,29900,30300
20210601,A002210,동성제약,87185,11000,11050,10900,10950
20210601,A102260,동성케미컬,336382,6140,6240,6110,6240
20210601,A033500,동성화인텍,421016,13100,13450,12950,13400
20210601,A025950,동신건설,219223,50900,53100,50300,52800
